Gene symbol	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
LINC01635	1	3	2	2	2	2
LINC00339	79	71	81	41	41	56
AL031281.2	11	11	11	22	15	14
AL031281.3	28	20	25	13	18	25
AL031281.4	0	0	0	0	0	0
CDC42	438	771	1359	4114	4755	4629
CDC42-IT1	5	4	0	3	2	4
AL031281.1	2	4	2	1	3	3
WNT4	5432	4649	5452	896	535	452
AL445253.1	56	77	75	9	7	6
MIR4418	0	0	0	0	0	0
PPIAP34	3	3	0	1	2	1
AL591122.1	0	0	0	0	0	0
ZBTB40	1696	1570	1843	938	989	1021
ZBTB40-IT1	6	1	2	5	5	0
EPHA8	74	93	284	619	646	853
MIR6127	0	0	0	0	0	0
C1QA	0	0	0	3	0	0
C1QC	1	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	1595	1662	2047	2724	3322	4529
MIR4684	0	0	0	0	0	0
AL512444.1	0	0	1	0	1	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0
TEX46	1	3	4	0	0	1
KDM1A	5190	5429	6533	5983	7006	7634
AL031428.1	0	0	0	0	0	0
MIR3115	0	0	0	0	1	0
MIR4419A	0	0	0	0	0	0
LUZP1	1065	1132	1281	977	1073	1241
AL161672.1	2	1	0	0	1	0
RNU6-514P	0	0	0	0	0	0
RNU6-135P	0	0	0	0	0	0
HTR1D	191	197	266	28	21	25
AL109936.1	1	0	2	0	0	2
LINC01355	346	471	265	329	326	84
AL109936.6	13	9	7	10	7	8
HNRNPR	6649	6997	7418	6264	6987	6341
ZNF436	1525	1707	1869	1754	2165	1912
ZNF436-AS1	237	297	280	257	227	170
AL109936.2	1	0	3	0	1	0
TCEA3	256	259	385	81	60	30
AL357134.1	0	1	0	0	0	0
ASAP3	1523	1380	1298	1296	1017	819
E2F2	15	30	32	7	4	2
AL021154.1	10	15	11	6	2	2
ID3	6710	7264	7465	1286	689	39
AL450043.1	0	0	0	0	0	0
MDS2	0	0	0	0	0	0
AL451000.1	0	0	0	0	0	0
RPL11	13078	13164	12278	10258	10446	8474
ELOA	1583	1615	1788	1175	1377	1333
ELOA-AS1	35	36	45	28	23	21
PITHD1	1317	1587	1893	2689	3148	3535
LYPLA2	558	740	893	1083	1546	1505
GALE	392	460	498	494	556	651
HMGCL	886	835	899	405	421	310
FUCA1	748	917	852	807	877	831
CNR2	0	0	0	0	0	0
BTBD6P1	0	0	2	1	5	5
AL590609.3	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0
AL590609.2	1	1	2	4	2	0
PNRC2	2341	2771	2740	1519	1757	1349
SRSF10	4529	4540	4064	2803	2944	2398
AL590609.1	0	0	0	0	0	0
AL591178.1	0	0	0	0	0	0
MYOM3	2	0	2	3	2	5
AL591178.2	0	0	0	0	0	0
IL22RA1	3	0	7	0	0	1
IFNLR1	158	209	192	88	86	40
AL590683.1	3	1	5	0	0	0
AL138902.1	4	8	7	0	1	0
GRHL3	657	881	984	11	7	7
STPG1	447	419	484	860	1039	1148
NIPAL3	1590	1479	1589	1656	1661	1558
RCAN3	2444	2362	2063	1536	2577	1656
AL445686.2	8	10	3	1	0	0
NCMAP	447	595	417	55	15	1
AL445686.1	0	1	1	0	0	0
SRRM1	3413	3168	3105	2222	1848	1608
AL445648.1	0	0	0	0	0	0
CLIC4	4368	4562	4516	3209	3838	3154
RNU6-1208P	0	0	0	0	0	0
RUNX3	0	0	0	2	0	0
MIR6731	0	0	0	0	0	0
AL445471.1	0	0	0	0	0	0
AL445471.2	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0
AL050344.2	0	0	0	0	0	0
AL050344.1	0	0	0	0	0	0
AL121994.1	0	0	1	0	0	0
AL031432.1	0	0	0	0	0	0
SYF2	998	958	958	782	862	771
AL031432.4	53	45	50	25	24	21
AL031432.5	6	9	9	2	6	2
RSRP1	4345	3973	4068	2096	1878	1267
AL031432.3	4	4	10	3	13	9
AL031432.2	2	7	15	11	14	11
RHD	17	21	21	21	23	23
SDHDP6	2	3	3	0	1	1
AL928711.1	7	3	6	8	17	10
TMEM50A	2739	3025	2919	2215	2361	2354
RHCE	38	40	52	30	23	27
AL031284.1	107	91	82	39	60	29
MACO1	1219	1252	1530	2160	2643	2488
LDLRAP1	170	157	173	30	13	0
AL606491.1	2	0	0	0	0	0
MAN1C1	90	103	107	269	169	141
AL031280.1	0	0	0	0	0	1
SELENON	2852	2744	2895	1259	1067	1175
AL020996.2	0	0	0	0	0	0
AL020996.1	14	7	22	3	5	7
MTFR1L	1489	1522	1680	1718	1979	1751
AL020996.3	0	0	0	0	0	0
AUNIP	31	37	32	37	39	54
AL033528.2	0	0	1	0	0	1
PAQR7	394	377	438	489	527	539
STMN1	8730	12015	17603	36825	47163	41972
SNRPFP2	5	1	2	12	4	4
AL033528.1	0	0	2	5	3	2
MIR3917	0	0	0	0	0	0
PAFAH2	728	697	689	282	253	191
RNU6-110P	0	0	0	0	1	1
RF00492	0	0	0	0	0	2
RF00283	0	0	0	0	0	0
EXTL1	43	48	71	69	78	93
SLC30A2	1	0	3	0	1	0
AL391650.2	0	0	0	0	0	0
TRIM63	0	0	1	0	0	0
PDIK1L	772	979	1158	1302	1740	1889
FAM110D	6	11	11	20	27	19
C1orf232	4	5	7	6	1	1
AL391650.1	9	6	9	14	6	23
ZNF593	0	0	0	0	0	0
CNKSR1	49	41	43	113	111	85
CATSPER4	1	0	0	2	1	2
AL355877.1	28	45	45	13	14	12
AL355877.3	9	31	30	22	24	23
CEP85	486	479	641	646	711	629
AL355877.2	0	2	0	0	2	5
SH3BGRL3	1228	1128	1816	2683	3682	3756
UBXN11	1416	1530	1502	397	290	267
CD52	0	0	0	0	0	0
CRYBG2	8	2	16	99	95	80
AL451139.1	1	1	0	2	0	1
ZNF683	0	0	0	0	0	0
LIN28A	10	9	21	149	129	69
DHDDS	852	990	1188	1111	1333	1557
AL513365.1	3	1	1	0	2	0
AL513365.2	6	7	5	5	2	2
HMGN2	2085	3010	2489	1027	1099	731
DPPA2P2	0	0	0	0	0	0
RPS6KA1	156	201	242	419	406	527
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
AL627313.1	0	1	0	0	0	0
RF01210	8	6	13	5	4	6
AL627082.1	2	0	0	1	0	1
AL512408.1	10	12	15	12	23	23
ARID1A	5037	4620	5665	4092	4705	4194
PIGV	539	442	501	219	272	183
RN7SL165P	0	0	0	0	0	0
ZDHHC18	388	408	569	766	855	972
SFN	1	0	3	4	8	2
GPN2	809	803	927	638	699	732
AL034380.1	0	0	0	0	0	0
GPATCH3	259	284	284	243	287	303
NUDC	3148	2950	3504	2697	3025	3016
NR0B2	1	0	0	0	0	0
KDF1	2	1	0	1	0	2
RPL12P13	2	2	4	2	1	1
AL356390.1	0	0	0	0	0	0
OSTCP2	32	36	47	14	29	16
TRNP1	384	386	668	1189	1572	1625
TENT5B	1	6	8	7	3	6
SLC9A1	970	957	1057	643	635	679
AL590640.2	0	1	1	0	0	2
CHCHD3P3	152	163	203	122	107	102
NPM1P39	134	158	177	112	99	125
SNRPEP7	0	0	0	0	0	0
AL590640.1	0	0	0	0	0	0
WDTC1	2123	2288	2583	1782	1903	1979
FO393419.3	11	9	8	7	9	9
TMEM222	799	834	1015	878	1080	1086
RNU6-48P	1	1	1	1	2	2
ACTG1P20	738	753	724	842	1037	1086
SYTL1	24	14	30	22	15	13
MAP3K6	159	137	222	220	251	274
FCN3	0	0	0	1	0	2
CD164L2	3	0	1	2	2	1
FO393419.1	2	0	0	0	0	3
GPR3	51	46	99	190	261	262
WASF2	4268	3695	3896	1305	1151	560
FO393419.2	0	0	0	0	0	0
BX293535.1	7	5	8	3	1	1
AHDC1	2646	2523	3073	1016	1052	1115
FGR	0	1	1	1	0	1
AL031729.1	520	704	656	272	388	374
LINC02574	0	1	0	2	2	0
IFI6	449	443	495	383	231	125
AL445490.1	1	3	6	0	1	1
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
FAM76A	545	524	463	312	261	228
AL020997.1	4	2	1	4	3	3
RPEP3	0	0	0	0	0	1
STX12	3025	3499	4178	5659	7142	7177
AL020997.2	0	0	1	0	0	1
AL020997.3	3	3	1	1	6	4
RNU6-1245P	0	0	0	1	0	1
PPP1R8	1964	2047	2084	1574	1842	1742
SCARNA1	1	0	0	0	0	2
THEMIS2	41	25	28	138	76	74
RPA2	749	862	951	516	572	609
SMPDL3B	0	8	3	8	11	9
AL512288.1	0	0	0	0	0	0
XKR8	198	177	192	78	80	51
EYA3	1016	983	1191	785	756	682
AL512288.2	0	0	0	0	0	0
RN7SL559P	0	2	1	0	1	0
SPCS2P4	793	862	922	638	761	653
AL137792.2	0	0	0	0	1	0
AL137792.1	24	9	21	24	17	21
RNU6-176P	0	0	0	0	0	0
PTAFR	3	3	6	3	4	1
DNAJC8	2911	3185	3503	2778	3036	3145
ATP5IF1	2505	2903	3367	2748	3135	2889
AL353622.1	105	111	112	61	40	20
AL353622.2	0	1	3	0	0	0
SESN2	414	391	519	551	857	808
MED18	339	359	410	345	453	432
PHACTR4	1614	1569	1668	1080	1204	1128
CR391992.1	12	22	18	5	11	22
RNU6ATAC27P	0	0	0	0	0	0
RCC1	317	334	389	235	258	310
SNHG3	338	344	386	294	401	247
SNORA73A	0	0	0	0	0	0
SNORA73B	2	2	3	1	1	1
PRDX3P2	4	1	4	4	4	5
AL513497.1	12	3	9	13	18	15
TRNAU1AP	366	436	436	496	569	589
SNHG12	180	195	150	184	192	152
SNORD99	7	5	5	6	10	7
SNORA61	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0
TAF12	377	449	527	562	583	532
RAB42	18	34	24	18	4	5
LINC01715	7	7	10	1	6	4
AL360012.1	0	0	0	0	0	0
RNU11	0	0	0	0	0	0
GMEB1	438	448	543	376	363	427
RF00422	2	0	0	1	4	1
YTHDF2	2030	2155	2345	2248	2670	2852
OPRD1	30	19	30	28	13	22
AL009181.1	1	1	0	2	0	0
EPB41	668	805	1285	2105	2342	2501
AL138785.1	2	2	3	2	0	3
RF00017	21	29	30	31	39	37
TMEM200B	8	12	17	20	19	14
AL357500.1	0	0	0	0	0	0
SRSF4	3078	2990	3278	2041	2004	1660
RF02271	18	24	19	8	8	7
MECR	300	360	370	425	517	711
AL590729.1	1	1	3	2	1	0
PTPRU	188	158	274	1169	1069	1415
LINC01756	0	0	0	0	0	0
AL671862.1	0	1	0	4	1	3
AC092265.1	0	0	0	0	0	0
AL645944.2	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
LINC01648	0	0	0	4	0	2
AL137076.1	0	0	0	0	0	0
AL021921.1	0	0	0	0	0	0
AL161638.2	0	0	0	0	0	0
AL161638.1	0	0	0	0	0	0
MATN1	18	13	15	33	20	30
MATN1-AS1	5	8	9	5	4	6
LAPTM5	5	6	14	53	55	41
MIR4420	0	0	0	0	0	0
AL137027.1	0	0	0	1	0	0
LINC01778	20	23	23	11	12	11
RN7SKP91	0	0	0	0	0	0
AL445235.1	0	0	0	1	0	0
SDC3	11874	11543	13427	12015	12019	15362
RN7SL371P	0	0	0	0	0	0
PUM1	6086	5354	6457	4044	4216	3966
AL356320.2	0	0	0	0	0	0
AL356320.1	0	1	0	1	0	0
SELENOWP1	19	18	35	47	51	48
AC114495.1	2	3	0	0	1	0
NKAIN1	364	483	1212	2147	3161	3310
SNRNP40	701	872	946	657	795	700
AC114495.2	10	13	7	5	7	4
ZCCHC17	791	1052	1238	1348	1509	1807
AL451070.1	0	2	0	2	0	1
FABP3	180	250	462	2080	2850	6262
SERINC2	411	439	600	506	418	323
AC209007.1	4	1	3	3	2	3
RNU6-40P	0	0	0	0	1	1
LINC01225	0	0	0	0	0	1
LINC01226	0	0	0	0	0	0
AC114488.1	0	0	0	0	0	0
TINAGL1	0	1	1	2	1	1
HCRTR1	22	18	48	119	72	98
PEF1	1464	1566	1598	983	1144	1083
AC114488.2	2	9	4	3	4	1
AC114488.3	0	1	0	0	0	1
COL16A1	278	213	194	197	73	17
ADGRB2	977	1169	1570	2421	2196	2746
MIR4254	0	0	0	0	0	0
AL354919.2	0	0	0	0	0	0
SPOCD1	6	4	5	0	2	3
AL354919.1	0	0	0	0	0	2
AL136115.2	0	4	2	3	1	0
PTP4A2	9009	9120	9727	6362	6639	6048
AL136115.1	1	1	2	3	1	0
AL136115.3	0	0	0	0	0	0
KHDRBS1	5683	6290	6975	6903	7565	6578
AL445248.1	1	1	0	0	0	2
TMEM39B	223	204	225	238	295	258
MIR5585	0	0	0	0	0	0
KPNA6	2940	2735	3021	2488	2750	2648
AL049795.2	0	0	0	0	0	0
TXLNA	3150	3126	3447	1575	1644	1495
CCDC28B	425	525	549	500	551	497
AL049795.1	9	12	6	7	7	3
IQCC	245	295	278	103	114	102
DCDC2B	33	47	51	12	6	7
TMEM234	500	514	475	249	286	276
EIF3I	2452	2565	2974	2178	2532	2662
MTMR9LP	128	160	141	87	65	37
FAM167B	24	17	18	14	19	8
LCK	0	0	0	0	0	0
HDAC1	2757	2693	2657	1049	556	242
MARCKSL1	6542	8537	11315	14652	20035	18531
AL109945.1	4	6	4	2	7	0
TSSK3	14	12	17	8	6	6
FAM229A	91	69	107	84	52	48
BSDC1	2815	3212	3319	2098	2578	2550
GAPDHP20	0	1	2	3	0	0
AL356986.1	1	1	0	0	0	0
LRRC37A12P	3	2	3	1	0	0
RN7SL122P	0	0	0	0	0	0
AL033529.1	0	0	0	0	0	0
ZBTB8B	195	286	444	941	837	770
ZBTB8A	245	317	341	492	521	485
ZBTB8OS	586	632	612	535	622	581
RBBP4	5230	5842	5903	3646	4072	3616
SYNC	422	431	410	131	127	142
AC114489.1	0	0	0	0	0	0
KIAA1522	1314	1359	1626	1102	983	837
YARS	1882	1989	2647	4229	5370	5463
S100PBP	1457	1535	1822	1642	1692	1449
FNDC5	76	131	217	640	844	992
HPCA	65	47	126	819	776	1000
TMEM54	56	34	84	323	319	284
RNF19B	389	488	874	1231	1549	2012
AL031602.1	1	0	0	1	0	0
AL355864.1	0	0	0	0	1	3
AL355864.2	1	1	0	0	0	0
AL020995.1	1	0	1	6	1	0
AK2	1385	1374	1347	983	1048	715
AZIN2	167	147	159	304	335	293
AL662907.1	7	10	8	16	10	10
TRIM62	185	209	264	416	473	474
AL662907.2	9	2	4	13	10	12
AL662907.3	0	0	0	0	0	0
ZNF362	1648	1566	1804	1375	1431	1266
AL513327.3	11	12	15	3	2	3
A3GALT2	1	2	3	0	1	0
AL513327.1	53	45	66	58	52	51
PHC2	1461	1730	1872	1650	2274	1771
MIR3605	2	0	0	3	0	4
RN7SKP16	1	1	8	3	5	4
AL513327.2	0	1	1	1	0	2
TLR12P	0	0	0	0	0	0
ZSCAN20	300	239	290	179	210	169
AC115285.1	0	1	1	2	0	1
CSMD2	349	354	527	912	429	368
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	1	0
RNA5SP42	0	0	0	0	0	0
C1orf94	5	5	17	10	10	4
AC115286.1	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	530	593	591	670	771	716
GJB5	8	6	3	4	3	3
GJB4	0	0	1	1	1	0
AL121988.1	0	0	0	0	0	0
GJB3	0	3	0	0	0	2
GJA4	1	1	2	2	1	0
AL122010.1	38	46	20	32	43	37
DLGAP3	113	143	371	654	930	969
AC114490.3	29	18	18	18	13	5
AC114490.1	9	14	18	6	2	2
AC114490.2	0	1	0	0	0	0
TMEM35B	0	0	0	0	0	0
ZMYM6	553	588	523	513	511	443
ZMYM1	791	788	779	626	607	531
RPL12P45	0	0	0	0	0	0
EFCAB14P1	33	50	45	12	10	4
AL590434.1	20	40	48	11	9	0
SFPQ	11112	11003	10037	11156	11728	10162
ZMYM4	5556	5537	5528	3958	4413	4146
RN7SL503P	0	0	0	0	0	0
RF00091	1	3	0	4	0	1
RPL5P4	1810	1685	1738	1549	1447	1123
ZMYM4-AS1	1	1	0	1	1	4
KIAA0319L	4385	4321	4945	2364	2235	2462
AC004865.1	0	0	0	0	0	0
NCDN	1322	1393	2093	2322	2871	3864
AC004865.2	4	1	5	8	8	11
TFAP2E	30	22	25	83	43	41
PSMB2	3294	3501	3871	3461	4131	3790
C1orf216	339	378	704	2467	3013	2679
CLSPN	34	117	115	57	64	97
AL354864.1	0	0	0	0	0	0
AGO4	1347	1386	1459	1873	1930	1847
AGO1	3374	3401	3740	1747	1542	1261
AL139286.1	0	0	0	0	0	0
AL139286.2	0	0	0	0	0	0
AGO3	3002	3052	2674	1396	1204	738
AL138787.2	0	2	3	0	1	0
AL138787.1	5	13	14	11	23	15
TEKT2	473	505	482	196	96	83
ADPRHL2	950	989	1099	675	828	768
COL8A2	552	371	411	108	47	7
TRAPPC3	1481	1515	1605	1523	1766	1732
MAP7D1	2730	2978	4365	6306	7147	7577
RN7SL131P	0	0	0	0	0	0
THRAP3	5838	5546	5251	3640	3786	3820
UBE2V2P4	0	0	0	0	0	0
SH3D21	293	236	345	236	216	239
EVA1B	122	161	195	22	28	5
AL591845.1	100	66	98	155	202	145
STK40	1591	1758	2034	1668	2318	2625
LSM10	506	561	702	574	788	809
RNU4-27P	0	0	0	0	0	0
OSCP1	511	521	547	294	275	291
SNORA63C	0	2	4	2	0	2
MRPS15	770	866	964	996	1302	1376
CSF3R	0	0	1	1	0	1
FTLP18	0	0	0	0	0	0
AL596257.1	1	2	2	8	12	14
AC117945.2	0	0	0	0	0	0
AC117945.1	0	0	0	0	0	0
GRIK3	637	793	1644	1905	1977	3181
AL031430.1	0	0	0	1	1	1
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
AL353604.1	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	1	1	3	1	0
LINC01137	15	17	18	44	25	34
ZC3H12A	26	18	28	4	8	4
MIR6732	0	0	0	0	0	0
MEAF6	1782	2239	2551	3648	4701	4990
MIR5581	3	5	6	0	1	3
SNIP1	539	631	648	502	560	526
FTH1P1	3	1	4	3	0	6
AL034379.1	1744	1829	2239	1299	1278	952
DNALI1	2908	2945	3151	992	776	603
GNL2	1704	1817	1854	1744	1993	1772
AL513220.1	5	2	2	1	0	1
RSPO1	1	0	1	2	1	0
C1orf109	496	549	604	364	437	392
CDCA8	40	93	68	31	31	38
EPHA10	45	76	114	580	543	538
ACTN4P2	0	0	2	4	1	3
AL929472.1	3	2	1	3	7	7
MANEAL	304	393	634	1127	1602	1728
AL929472.3	0	0	0	0	0	0
YRDC	245	249	351	547	642	652
C1orf122	798	952	1018	716	949	915
MTF1	820	790	746	463	423	366
AL929472.4	0	0	1	0	1	0
INPP5B	454	357	483	316	273	267
AL929472.2	0	0	0	0	0	0
RF00092	0	0	3	0	0	2
RNU6-584P	0	0	0	0	0	0
SF3A3	1797	1990	2208	1718	1858	1841
RNU6-510P	0	0	2	2	2	6
FHL3	75	67	153	316	552	442
UTP11	669	717	783	974	1217	1169
POU3F1	15	7	12	579	1725	564
AL139158.2	3	2	2	42	81	33
AL139158.1	0	0	0	0	1	0
MIR3659	0	0	0	0	0	0
AL139158.3	0	0	0	0	0	0
LINC01343	1	0	0	12	18	10
AL513479.1	0	0	0	0	0	0
RNU6-753P	0	0	0	0	0	0
LINC01685	0	0	0	1	3	1
AL354702.1	937	866	921	452	388	370
AL354702.2	0	0	0	2	1	0
RRAGC	591	638	672	660	1058	1008
AL139260.2	0	0	0	0	0	0
AL139260.1	16	8	24	17	23	48
MYCBP	270	248	249	114	117	62
AL139260.3	1	1	0	0	0	0
GJA9	0	0	0	1	1	1
RHBDL2	5	4	12	15	17	13
RNU6-605P	0	0	0	1	0	0
EIF1P2	0	0	0	0	1	0
AKIRIN1	5017	4996	5374	4767	5181	5947
NDUFS5	2466	2901	2891	3021	3655	3022
MACF1	25240	23430	26783	11319	11394	10488
RNU6-608P	0	0	0	0	0	0
RNA5SP44	0	0	0	0	0	0
AL356055.1	1	1	1	7	16	2
AL442071.1	0	0	0	0	0	0
HSPE1P8	0	0	1	2	0	0
BMP8A	24	21	27	10	12	14
OXCT2P1	6	7	9	10	14	13
PPIEL	744	694	721	206	122	84
PABPC4	1826	1808	2421	2027	2398	2337
PABPC4-AS1	5	9	5	1	1	1
SNORA55	0	2	1	0	0	0
HEYL	18	9	32	55	49	55
AL035404.2	0	0	0	0	0	0
NT5C1A	2	1	5	16	17	33
HPCAL4	617	943	1921	3799	4227	5656
PPIE	856	1009	1004	567	625	679
AL035404.1	1	0	3	1	3	9
RNU7-121P	0	0	0	0	0	0
BMP8B	75	49	73	175	97	84
OXCT2	5	0	1	4	3	8
AL033527.6	0	0	0	0	0	0
AL033527.3	0	0	0	0	1	0
AL033527.1	0	0	0	0	0	0
AL033527.5	0	0	1	0	2	0
AL033527.4	1	0	0	0	0	0
TRIT1	625	661	678	561	621	580
MYCL	69	74	78	103	140	79
AL033527.2	0	1	2	0	0	2
MFSD2A	166	266	296	183	213	223
AL663070.1	502	493	530	468	532	464
CAP1	2687	2699	3410	3114	3632	4233
PPT1	4723	5083	5554	2637	2755	2757
AL512599.1	0	0	1	0	1	0
RLF	1573	1546	1918	1793	2286	2235
RNU6-1237P	0	0	0	0	0	0
TMCO2	0	2	1	1	0	1
AL050341.2	475	691	679	691	940	788
ZMPSTE24	2026	2096	2195	1475	1696	1565
AL050341.1	2	2	2	0	0	1
COL9A2	827	779	1431	423	236	72
AL031985.2	3	3	1	4	3	3
SMAP2	1088	1290	1921	3679	4234	4514
AL031985.1	2	1	0	2	0	0
AL031985.4	1	3	1	2	0	3
ZFP69B	134	152	210	312	413	505
AL031985.3	163	191	227	504	633	492
AL603839.4	4	9	13	60	56	25
ZFP69	245	274	306	403	582	568
AL603839.3	10	19	9	19	10	7
EXO5	74	93	95	163	182	216
AL603839.1	0	0	0	0	0	0
AL603839.2	3	13	10	28	25	18
ZNF684	131	119	134	102	115	94
AL356379.1	0	0	0	0	0	0
GTF2F2P2	0	0	0	1	0	0
RIMS3	1531	1869	3842	10456	9921	13638
AL031289.1	0	5	1	0	1	1
NFYC-AS1	46	55	52	53	64	27
NFYC	855	957	1178	844	1021	998
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0
KCNQ4	6	9	15	44	76	107
RN7SL326P	0	0	0	0	0	0
CITED4	67	82	121	151	152	128
AC119677.1	0	0	0	0	0	0
AL391730.1	0	0	1	0	0	0
UBE2V1P8	0	0	0	0	0	0
CTPS1	603	808	874	1211	1474	1572
SLFNL1-AS1	18	17	14	12	19	7
SLFNL1	28	20	15	12	11	19
SCMH1	1072	1011	1324	1321	1573	1656
RPL23AP17	0	1	0	0	0	1
AC093151.3	0	2	0	2	0	1
AC093151.1	0	0	0	0	0	0
FOXO6	37	50	109	165	218	164
AC093151.2	0	1	0	0	2	0
RNA5SP45	0	0	0	0	0	0
EDN2	2	0	0	3	0	0
HIVEP3	364	317	540	639	805	880
AL445933.2	0	0	1	2	0	0
AL445933.1	1	1	0	5	7	1
AC119676.1	0	0	0	0	0	0
HNRNPFP1	0	0	0	0	0	0
AC114492.1	0	0	0	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0
FOXJ3	4553	4636	4836	2730	2538	2058
AC096540.1	13	19	13	6	7	9
RIMKLA	3214	3065	3362	2480	2943	3015
AL513331.1	3	1	2	2	1	2
ZMYND12	95	77	96	74	51	40
PPCS	1382	1684	1663	1283	1268	1257
CCDC30	699	718	759	699	696	750
AL445669.1	0	0	0	0	0	0
TMSB4XP1	3	7	7	12	18	19
RNU6-536P	0	0	0	0	0	0
AL445669.2	1	0	1	4	1	0
PPIH	202	305	302	234	287	282
AC098484.4	12	29	35	28	20	35
AC098484.2	5	0	8	14	18	30
YBX1	11993	13052	15919	20204	24862	22406
CLDN19	26	23	38	3	3	2
P3H1	2733	2444	2765	1110	870	419
C1orf50	238	283	295	237	228	300
AC098484.3	0	0	0	0	0	0
AC098484.1	0	0	0	0	0	0
TMEM269	28	26	42	49	54	35
SVBP	540	552	681	790	912	726
ERMAP	390	458	394	120	123	130
AL512353.1	9	10	11	6	1	2
ZNF691	346	370	369	197	237	204
AL512353.2	0	2	1	2	0	3
AL512353.3	0	3	6	5	5	3
ATP6V1E1P1	149	173	187	215	276	298
SLC2A1	1778	1183	1980	1042	1438	970
ATP6V0CP4	0	0	0	0	0	0
SLC2A1-AS1	59	73	61	22	21	14
AC099795.1	1	4	0	0	0	0
RNU6-880P	0	0	1	1	0	0
AL161637.1	0	0	0	0	0	0
FAM183A	171	172	131	44	12	2
EBNA1BP2	1215	1390	1556	1270	1557	1588
MIR6733	0	0	0	0	0	0
CFAP57	309	320	289	85	36	40
RNA5SP46	0	0	0	0	0	0
TMEM125	1	1	1	1	2	1
C1orf210	0	0	2	1	1	0
TIE1	4	2	7	2	3	2
MPL	9	12	11	3	0	2
AL139289.2	3	1	5	0	1	1
CDC20	49	153	101	9	8	8
ELOVL1	649	651	665	312	342	268
MIR6734	0	0	0	0	0	0
MED8	818	827	957	811	1200	978
AL139289.1	25	31	37	35	33	31
SZT2	1269	1062	1398	582	484	575
SZT2-AS1	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0
HYI	0	0	0	0	0	0
HYI-AS1	5	8	5	16	5	9
PTPRF	7503	6068	7221	4284	4211	4622
AL451062.3	0	0	0	0	0	0
KDM4A	904	923	972	776	902	976
KDM4A-AS1	25	27	22	15	16	8
ST3GAL3	61	46	72	54	50	71
AL451062.1	0	0	0	0	2	0
AL451062.2	2	0	0	0	0	0
MIR6079	0	0	0	0	0	0
SHMT1P1	2	4	4	2	1	3
ARTN	13	13	11	7	9	12
AL357079.1	12	17	16	25	29	36
IPO13	1494	1647	1958	994	1131	1101
AL357079.2	1	2	0	4	5	1
DPH2	268	320	305	199	259	263
ATP6V0B	1697	2129	2450	3096	4178	4342
B4GALT2	1528	1731	2151	2128	2939	3069
CCDC24	421	376	443	290	257	238
SLC6A9	376	356	374	302	357	559
AL139220.2	15	11	24	20	18	30
AL139220.1	0	0	0	0	0	0
KRT8P47	0	0	0	0	0	0
RN7SL479P	0	0	0	0	0	0
KLF17	0	0	0	0	0	0
AL356653.1	296	328	260	329	384	338
KLF18	0	1	0	0	0	0
AL359839.1	0	0	0	0	0	0
OOSP1P1	0	0	0	0	0	0
AL035417.1	0	0	0	0	0	0
AL035417.2	0	0	2	0	0	0
DMAP1	1282	1341	1616	1291	1152	1022
ERI3	1437	1546	1874	1516	1739	2125
ERI3-IT1	10	6	13	4	3	1
RNU6-369P	0	0	0	0	0	0
RNF220	2557	2621	3126	2593	3822	6525
MIR5584	0	0	0	0	0	0
TMEM53	293	324	317	264	256	262
ARMH1	148	106	143	109	79	67
RNU5F-1	1	2	0	0	0	1
RNU5D-1	2	1	1	0	0	0
KIF2C	80	190	143	38	27	32
AL592166.1	0	1	1	0	0	0
RPS8	10229	10957	10788	7717	8516	7753
SNORD55	0	0	0	0	0	0
SNORD46	3	0	0	2	0	2
SNORD38A	1	2	1	0	1	0
SNORD38B	0	0	0	0	0	0
RPS15AP11	7	4	7	4	3	6
BEST4	48	66	56	24	12	11
PLK3	217	218	357	479	720	715
TCTEX1D4	4	6	5	1	1	1
