Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
MLN	0.0	2.0	3.0	7.0	5.0	0.0	1.0	2.0	0.0	3.0	0.0	2.0
MLNR	0.0	3.0	4.0	5.0	6.0	6.0	1.0	3.0	1.0	6.0	2.0	1.0
MLPH	146.0	70.0	52.0	32.0	19.0	13.0	224.0	97.0	127.0	151.0	37.0	42.0
MLST8	990.0	1090.0	1247.0	991.0	1184.0	1426.0	811.0	864.0	718.0	946.0	982.0	1030.0
MLX	551.0	584.0	717.0	631.0	845.0	867.0	520.0	495.0	461.0	656.0	685.0	875.0
MLXIP	1482.0	1426.0	1678.0	1139.0	1140.0	1067.0	1375.0	1303.0	1145.0	1599.0	1499.0	1496.0
MLXIPL	15.0	11.0	23.0	61.0	32.0	24.0	33.0	20.0	29.0	109.0	40.0	20.0
MLYCD	495.0	472.0	557.0	341.0	351.0	348.0	484.0	495.0	361.0	516.0	390.0	486.0
MMAA	436.0	411.0	480.0	543.0	516.0	474.0	407.0	350.0	334.0	429.0	445.0	435.0
MMAB	469.0	515.0	651.0	761.0	815.0	861.0	459.0	426.0	362.0	645.0	580.0	642.0
MMACHC	268.0	242.0	300.0	213.0	243.0	232.0	211.0	211.0	203.0	220.0	231.0	248.0
MMADHC	1382.0	1463.0	1628.0	1688.0	2350.0	2893.0	1302.0	1335.0	1215.0	1487.0	1673.0	1925.0
MMD	1767.0	2042.0	2820.0	5321.0	5964.0	5867.0	1900.0	2143.0	1998.0	3631.0	4094.0	5239.0
MMD2	9.0	7.0	17.0	28.0	13.0	11.0	20.0	22.0	14.0	35.0	13.0	11.0
MME	1.0	5.0	1.0	17.0	4.0	4.0	6.0	8.0	20.0	18.0	34.0	102.0
MME-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMEL1	24.0	26.0	35.0	110.0	106.0	125.0	9.0	4.0	3.0	193.0	206.0	83.0
MMGT1	1699.0	1716.0	1889.0	2383.0	2879.0	2506.0	1748.0	1609.0	1477.0	1751.0	1955.0	2070.0
MMP1	15.0	31.0	54.0	63.0	41.0	54.0	31.0	60.0	44.0	83.0	168.0	203.0
MMP10	116.0	140.0	185.0	291.0	732.0	444.0	270.0	381.0	400.0	495.0	756.0	760.0
MMP11	307.0	338.0	492.0	512.0	711.0	750.0	1029.0	932.0	677.0	860.0	954.0	692.0
MMP12	3.0	4.0	0.0	5.0	11.0	33.0	19.0	11.0	15.0	5.0	2.0	15.0
MMP13	1.0	1.0	3.0	3.0	3.0	2.0	1.0	0.0	7.0	17.0	21.0	53.0
MMP14	4995.0	5115.0	4763.0	1137.0	594.0	86.0	3713.0	3296.0	2894.0	3580.0	4476.0	3962.0
MMP15	1899.0	1768.0	1872.0	1866.0	2273.0	2392.0	1680.0	1902.0	1667.0	2706.0	2903.0	2965.0
MMP16	525.0	599.0	1047.0	3043.0	3046.0	2884.0	1490.0	1284.0	1224.0	3488.0	4913.0	4487.0
MMP17	670.0	513.0	740.0	631.0	516.0	418.0	799.0	907.0	845.0	768.0	1128.0	1397.0
MMP19	3.0	2.0	3.0	5.0	0.0	0.0	0.0	1.0	0.0	4.0	9.0	4.0
MMP2	1962.0	1086.0	962.0	1264.0	1247.0	658.0	1176.0	914.0	1681.0	5436.0	6175.0	5321.0
MMP2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP20	0.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	0.0	1.0	4.0	3.0
MMP21	2.0	1.0	2.0	4.0	0.0	2.0	13.0	10.0	18.0	14.0	7.0	5.0
MMP23A	16.0	27.0	53.0	27.0	13.0	6.0	27.0	19.0	22.0	23.0	12.0	13.0
MMP23B	9.0	10.0	13.0	7.0	10.0	4.0	16.0	8.0	6.0	9.0	7.0	5.0
MMP24	337.0	531.0	1132.0	2631.0	2992.0	3971.0	773.0	1035.0	896.0	2973.0	2530.0	2545.0
MMP24OS	284.0	302.0	421.0	701.0	834.0	765.0	329.0	354.0	315.0	477.0	596.0	560.0
MMP25	2.0	1.0	5.0	18.0	11.0	14.0	9.0	10.0	8.0	21.0	11.0	10.0
MMP25-AS1	66.0	72.0	108.0	211.0	198.0	257.0	73.0	97.0	88.0	137.0	158.0	128.0
MMP26	6.0	5.0	7.0	0.0	0.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0
MMP27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MMP28	1.0	4.0	6.0	6.0	4.0	2.0	2.0	3.0	1.0	8.0	9.0	7.0
MMP3	3.0	2.0	5.0	2.0	7.0	2.0	1.0	4.0	4.0	1.0	1.0	0.0
MMP7	3.0	2.0	2.0	1.0	2.0	2.0	4.0	3.0	3.0	0.0	5.0	6.0
MMP8	0.0	0.0	0.0	3.0	1.0	0.0	7.0	2.0	6.0	25.0	79.0	49.0
MMP9	0.0	1.0	2.0	11.0	18.0	14.0	4.0	2.0	3.0	26.0	62.0	42.0
MMRN1	4529.0	4595.0	3677.0	724.0	465.0	39.0	7575.0	6026.0	4306.0	1978.0	868.0	1515.0
MMRN2	32.0	33.0	40.0	177.0	124.0	145.0	46.0	52.0	30.0	81.0	95.0	40.0
MMS19	1513.0	1444.0	1859.0	1560.0	1639.0	1843.0	1602.0	1557.0	1416.0	1718.0	1619.0	1697.0
MMS22L	178.0	242.0	255.0	242.0	206.0	146.0	250.0	191.0	214.0	221.0	173.0	271.0
MN1	466.0	693.0	1116.0	2375.0	2719.0	3093.0	471.0	637.0	760.0	2324.0	921.0	814.0
MNAT1	763.0	833.0	726.0	422.0	413.0	274.0	678.0	575.0	415.0	446.0	360.0	429.0
MND1	9.0	54.0	44.0	25.0	48.0	44.0	0.0	0.0	0.0	0.0	4.0	0.0
MNDA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MNS1	199.0	193.0	180.0	64.0	51.0	18.0	176.0	163.0	117.0	79.0	50.0	90.0
MNT	676.0	644.0	961.0	749.0	919.0	1052.0	718.0	781.0	650.0	970.0	874.0	971.0
MNX1	55.0	59.0	172.0	100.0	142.0	52.0	10.0	27.0	17.0	2.0	0.0	0.0
MNX1-AS1	4.0	4.0	9.0	3.0	2.0	7.0	2.0	0.0	0.0	1.0	0.0	0.0
MNX1-AS2	4.0	1.0	4.0	1.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0
MOAP1	2439.0	2526.0	3224.0	6398.0	7400.0	8279.0	2676.0	2940.0	2384.0	4766.0	5574.0	5299.0
MOB1A	4859.0	4385.0	4077.0	1595.0	1574.0	1234.0	3330.0	2650.0	2252.0	2108.0	1615.0	1921.0
MOB1AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOB1AP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MOB1B	3868.0	3963.0	3274.0	1396.0	1248.0	1050.0	3034.0	1953.0	1921.0	2007.0	1232.0	1587.0
MOB2	430.0	430.0	542.0	260.0	319.0	316.0	453.0	460.0	443.0	391.0	403.0	394.0
MOB3A	1196.0	1038.0	1276.0	1102.0	1268.0	1274.0	1174.0	1133.0	915.0	1010.0	1149.0	1113.0
MOB3B	269.0	224.0	267.0	247.0	192.0	121.0	200.0	143.0	112.0	150.0	184.0	229.0
MOB3C	129.0	122.0	149.0	172.0	174.0	94.0	129.0	109.0	91.0	236.0	217.0	164.0
MOB4	1470.0	1515.0	1693.0	2241.0	2841.0	2696.0	1267.0	1176.0	1082.0	1342.0	1459.0	1589.0
MOBP	4.0	3.0	2.0	2.0	1.0	3.0	13.0	5.0	12.0	1.0	3.0	0.0
MOCOS	3.0	5.0	6.0	9.0	7.0	8.0	8.0	3.0	20.0	28.0	39.0	88.0
MOCS1	198.0	228.0	265.0	186.0	199.0	182.0	242.0	261.0	189.0	246.0	228.0	258.0
MOCS1P1	3.0	5.0	1.0	4.0	1.0	0.0	5.0	2.0	1.0	1.0	2.0	1.0
MOCS2	863.0	996.0	1187.0	1367.0	1437.0	1649.0	990.0	892.0	788.0	734.0	784.0	989.0
MOCS3	411.0	436.0	438.0	417.0	452.0	552.0	330.0	322.0	292.0	267.0	307.0	296.0
MOG	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0
MOGAT1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	1.0
MOGAT2	29.0	25.0	29.0	2.0	0.0	0.0	25.0	28.0	17.0	15.0	3.0	5.0
MOGAT3	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MOGS	1668.0	1672.0	1733.0	723.0	754.0	616.0	1439.0	1192.0	1158.0	1332.0	964.0	1050.0
MOK	931.0	1010.0	959.0	540.0	489.0	602.0	734.0	697.0	638.0	497.0	331.0	378.0
MON1A	262.0	324.0	432.0	524.0	743.0	840.0	406.0	432.0	398.0	430.0	591.0	645.0
MON1B	1408.0	1397.0	1652.0	1271.0	1174.0	1300.0	1233.0	1234.0	891.0	1211.0	1040.0	1211.0
MON2	3249.0	3359.0	3187.0	1934.0	1874.0	1433.0	3210.0	2482.0	2047.0	2183.0	1541.0	1887.0
MORC1	0.0	0.0	0.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	0.0	1.0
MORC1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MORC2	1104.0	1063.0	1357.0	1335.0	1465.0	1417.0	1205.0	1092.0	960.0	1720.0	1398.0	1448.0
MORC2-AS1	5.0	6.0	7.0	16.0	17.0	12.0	1.0	5.0	8.0	11.0	8.0	11.0
MORC3	1303.0	1305.0	1508.0	1406.0	1655.0	1557.0	1265.0	994.0	942.0	1485.0	1222.0	1367.0
MORC4	689.0	650.0	640.0	230.0	204.0	79.0	1160.0	894.0	830.0	388.0	318.0	416.0
MORF4	339.0	447.0	374.0	308.0	349.0	452.0	427.0	321.0	304.0	405.0	339.0	398.0
MORF4L1	7063.0	8287.0	8995.0	7396.0	8685.0	8624.0	7966.0	7365.0	6631.0	7850.0	7579.0	8954.0
MORF4L1P1	9738.0	10543.0	11126.0	8968.0	9790.0	10379.0	7068.0	6220.0	5405.0	7221.0	6039.0	7535.0
MORF4L1P3	55.0	78.0	82.0	42.0	52.0	72.0	29.0	17.0	22.0	22.0	29.0	22.0
MORF4L1P4	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
MORF4L1P5	1.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	1.0
MORF4L1P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MORF4L1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MORF4L2	13153.0	14092.0	15728.0	15420.0	16893.0	16389.0	16571.0	15528.0	13536.0	17385.0	17329.0	17586.0
MORF4L2-AS1	45.0	43.0	26.0	29.0	18.0	15.0	34.0	32.0	32.0	46.0	18.0	25.0
MORF4L2P1	5.0	4.0	5.0	8.0	5.0	6.0	7.0	6.0	2.0	5.0	1.0	2.0
MORN1	414.0	448.0	480.0	101.0	106.0	136.0	265.0	262.0	262.0	219.0	151.0	131.0
MORN2	1131.0	1230.0	1168.0	602.0	645.0	579.0	1002.0	883.0	825.0	575.0	499.0	688.0
MORN3	14.0	23.0	31.0	60.0	55.0	47.0	24.0	23.0	19.0	55.0	62.0	47.0
MORN4	1192.0	1274.0	1719.0	2135.0	2631.0	2421.0	1045.0	1166.0	1156.0	1825.0	1660.0	1694.0
MORN5	112.0	106.0	105.0	73.0	30.0	15.0	150.0	111.0	103.0	70.0	41.0	66.0
MOS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MOSMO	738.0	782.0	922.0	1194.0	1491.0	1349.0	837.0	678.0	675.0	965.0	971.0	1086.0
MOSPD1	248.0	308.0	314.0	293.0	305.0	408.0	261.0	236.0	185.0	206.0	179.0	233.0
MOSPD2	983.0	1028.0	1091.0	701.0	933.0	676.0	794.0	694.0	650.0	895.0	915.0	978.0
MOSPD3	230.0	324.0	334.0	379.0	478.0	462.0	224.0	317.0	298.0	384.0	460.0	389.0
MOV10	688.0	647.0	670.0	157.0	78.0	31.0	468.0	358.0	402.0	352.0	300.0	291.0
MOV10L1	14.0	12.0	11.0	6.0	9.0	11.0	9.0	9.0	9.0	41.0	20.0	6.0
MOXD1	419.0	457.0	705.0	763.0	957.0	426.0	604.0	482.0	568.0	1248.0	1178.0	1053.0
MOXD2P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MPC1	838.0	1098.0	1041.0	868.0	1045.0	1350.0	723.0	740.0	726.0	468.0	527.0	720.0
MPC1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
MPC2	1084.0	1323.0	1355.0	1531.0	1629.0	1650.0	1130.0	1111.0	892.0	928.0	984.0	1054.0
MPDU1	780.0	840.0	1009.0	657.0	921.0	806.0	701.0	720.0	651.0	537.0	857.0	1254.0
MPDZ	9694.0	8975.0	8994.0	2638.0	1961.0	1567.0	9080.0	7374.0	5971.0	3643.0	2313.0	3355.0
MPEG1	2.0	1.0	6.0	5.0	8.0	2.0	9.0	5.0	5.0	3.0	3.0	2.0
MPG	301.0	353.0	394.0	204.0	260.0	245.0	190.0	184.0	167.0	205.0	255.0	243.0
MPHOSPH10	1187.0	1230.0	1393.0	1371.0	1717.0	1611.0	1047.0	917.0	811.0	979.0	1031.0	1234.0
MPHOSPH6	1209.0	1315.0	1319.0	751.0	797.0	648.0	660.0	528.0	534.0	566.0	682.0	746.0
MPHOSPH8	2380.0	2267.0	2455.0	2232.0	2257.0	2406.0	2117.0	1754.0	1705.0	2064.0	1793.0	1747.0
MPHOSPH9	859.0	838.0	806.0	487.0	326.0	270.0	563.0	393.0	478.0	579.0	350.0	467.0
MPI	1053.0	1052.0	1252.0	776.0	840.0	967.0	1000.0	891.0	870.0	1041.0	843.0	915.0
MPIG6B	29.0	19.0	19.0	18.0	32.0	28.0	24.0	16.0	25.0	36.0	13.0	7.0
MPL	9.0	12.0	11.0	3.0	0.0	2.0	33.0	31.0	20.0	18.0	4.0	11.0
MPLKIP	653.0	622.0	706.0	696.0	870.0	784.0	561.0	491.0	453.0	593.0	662.0	653.0
MPND	298.0	372.0	416.0	355.0	420.0	484.0	351.0	357.0	321.0	421.0	457.0	465.0
MPO	0.0	0.0	0.0	4.0	2.0	0.0	1.0	4.0	0.0	4.0	1.0	1.0
MPP1	64.0	88.0	127.0	650.0	704.0	686.0	110.0	141.0	155.0	452.0	454.0	372.0
MPP2	572.0	703.0	1104.0	2783.0	3425.0	3464.0	868.0	1150.0	971.0	2901.0	3049.0	3140.0
MPP3	560.0	627.0	719.0	1188.0	1501.0	1628.0	341.0	393.0	433.0	747.0	822.0	1316.0
MPP4	3.0	1.0	2.0	19.0	12.0	10.0	6.0	1.0	3.0	1.0	0.0	6.0
MPP5	2531.0	2535.0	2272.0	958.0	800.0	641.0	2119.0	1541.0	1292.0	1054.0	895.0	1257.0
MPP6	401.0	466.0	430.0	1084.0	1416.0	1278.0	322.0	443.0	371.0	542.0	444.0	573.0
MPP7	60.0	58.0	91.0	289.0	241.0	261.0	103.0	84.0	84.0	220.0	164.0	157.0
MPPE1	446.0	558.0	517.0	350.0	334.0	441.0	421.0	358.0	332.0	369.0	299.0	310.0
MPPE1P1	0.0	2.0	2.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0
MPPED1	245.0	235.0	376.0	62.0	71.0	43.0	304.0	189.0	201.0	100.0	162.0	65.0
MPPED2	225.0	158.0	230.0	1216.0	985.0	568.0	385.0	452.0	331.0	854.0	1118.0	830.0
MPPED2-AS1	0.0	3.0	1.0	6.0	3.0	3.0	12.0	7.0	6.0	13.0	3.0	4.0
MPRIP	4898.0	4808.0	5986.0	5010.0	5318.0	6053.0	4623.0	4472.0	3781.0	5850.0	4747.0	6526.0
MPRIP-AS1	2.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0
MPRIPP1	121.0	115.0	171.0	86.0	106.0	165.0	117.0	134.0	92.0	201.0	112.0	163.0
MPST	495.0	551.0	611.0	498.0	512.0	518.0	554.0	514.0	448.0	596.0	606.0	583.0
MPTX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MPV17	1081.0	1155.0	1356.0	828.0	750.0	578.0	899.0	909.0	871.0	760.0	744.0	879.0
MPV17L	192.0	203.0	242.0	380.0	439.0	364.0	248.0	258.0	231.0	288.0	386.0	389.0
MPV17L2	179.0	186.0	254.0	180.0	191.0	189.0	174.0	239.0	199.0	181.0	184.0	240.0
MPZ	4.0	0.0	6.0	45.0	81.0	54.0	146.0	53.0	247.0	511.0	542.0	620.0
MPZL1	10665.0	10491.0	10680.0	7976.0	8287.0	8586.0	7752.0	7194.0	6566.0	6540.0	6557.0	7344.0
MPZL2	2.0	0.0	2.0	10.0	3.0	7.0	3.0	10.0	4.0	6.0	6.0	3.0
MPZL3	23.0	35.0	47.0	77.0	69.0	46.0	41.0	58.0	34.0	41.0	75.0	54.0
MR1	235.0	190.0	256.0	73.0	35.0	0.0	283.0	162.0	137.0	132.0	102.0	179.0
MRAP	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRAP2	348.0	321.0	455.0	359.0	313.0	264.0	227.0	162.0	206.0	448.0	323.0	302.0
MRAS	1744.0	1586.0	2404.0	3385.0	4395.0	4621.0	1437.0	1566.0	1572.0	2933.0	3117.0	3332.0
MRC1	4.0	7.0	10.0	7.0	7.0	6.0	6.0	3.0	4.0	5.0	6.0	12.0
MRC2	19469.0	16954.0	19326.0	4684.0	2061.0	97.0	19283.0	16176.0	10661.0	10402.0	11461.0	10585.0
MRE11	720.0	821.0	742.0	287.0	290.0	175.0	811.0	574.0	468.0	444.0	333.0	457.0
MRE11P1	2.0	15.0	5.0	4.0	3.0	1.0	8.0	6.0	6.0	3.0	3.0	9.0
MREG	63.0	67.0	82.0	165.0	183.0	113.0	91.0	90.0	60.0	136.0	153.0	154.0
MREGP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRFAP1	12898.0	13617.0	13425.0	10590.0	11880.0	11171.0	11449.0	10302.0	9082.0	9012.0	9517.0	10700.0
MRFAP1L1	3330.0	3858.0	3898.0	4511.0	4946.0	4491.0	2859.0	2488.0	2463.0	3517.0	3465.0	3487.0
MRGBP	706.0	660.0	691.0	627.0	715.0	699.0	447.0	450.0	335.0	421.0	398.0	402.0
MRGPRD	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRE	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	1.0	5.0	8.0	4.0
MRGPRF	2.0	4.0	4.0	3.0	1.0	0.0	4.0	13.0	7.0	9.0	7.0	5.0
MRGPRF-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRG-AS1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0
MRGPRX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRGPRX3	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
MRGPRX4	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0
MRI1	534.0	533.0	558.0	243.0	205.0	217.0	347.0	308.0	301.0	173.0	157.0	132.0
MRLN	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
MRM1	88.0	84.0	78.0	85.0	93.0	78.0	75.0	67.0	67.0	68.0	88.0	82.0
MRM2	659.0	746.0	713.0	627.0	768.0	753.0	0.0	1.0	3.0	1.0	1.0	3.0
MRM3	170.0	166.0	201.0	160.0	195.0	209.0	176.0	167.0	161.0	180.0	193.0	244.0
MRNIP	566.0	609.0	712.0	501.0	423.0	489.0	387.0	380.0	413.0	398.0	284.0	303.0
MRO	7.0	18.0	16.0	12.0	17.0	17.0	9.0	8.0	17.0	12.0	4.0	13.0
MROH1	317.0	348.0	624.0	539.0	612.0	824.0	425.0	488.0	346.0	735.0	654.0	573.0
MROH2A	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
MROH2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MROH3P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MROH4P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MROH5	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0
MROH6	55.0	61.0	73.0	88.0	63.0	45.0	61.0	49.0	49.0	54.0	34.0	28.0
MROH7	11.0	17.0	10.0	18.0	2.0	0.0	27.0	19.0	26.0	21.0	9.0	15.0
MROH7-TTC4	0.0	3.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0
MROH8	164.0	220.0	231.0	159.0	190.0	191.0	123.0	102.0	96.0	135.0	131.0	170.0
MROH9	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MRPL1	522.0	559.0	689.0	786.0	1065.0	1058.0	399.0	376.0	307.0	428.0	565.0	652.0
MRPL10	692.0	705.0	901.0	814.0	1011.0	867.0	600.0	656.0	546.0	836.0	841.0	870.0
MRPL11	324.0	333.0	427.0	357.0	449.0	427.0	206.0	230.0	222.0	272.0	282.0	363.0
MRPL12	94.0	107.0	105.0	114.0	201.0	187.0	132.0	120.0	121.0	144.0	219.0	263.0
MRPL13	671.0	888.0	888.0	709.0	793.0	798.0	651.0	629.0	504.0	458.0	563.0	722.0
MRPL14	324.0	366.0	369.0	338.0	436.0	458.0	379.0	367.0	322.0	335.0	381.0	431.0
MRPL15	606.0	666.0	801.0	1138.0	1636.0	1775.0	690.0	714.0	598.0	821.0	1089.0	1159.0
MRPL15P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
MRPL16	485.0	447.0	481.0	390.0	463.0	408.0	408.0	326.0	313.0	362.0	391.0	444.0
MRPL17	1091.0	1236.0	1440.0	741.0	713.0	775.0	832.0	739.0	635.0	637.0	651.0	791.0
MRPL18	886.0	941.0	1044.0	1028.0	1308.0	1320.0	727.0	690.0	698.0	719.0	757.0	1050.0
MRPL19	1445.0	1498.0	1536.0	784.0	755.0	927.0	1771.0	1380.0	1163.0	1100.0	949.0	1350.0
MRPL2	391.0	420.0	446.0	357.0	452.0	433.0	51.0	45.0	41.0	44.0	38.0	61.0
MRPL20	1078.0	1265.0	1243.0	959.0	1106.0	1028.0	1014.0	863.0	849.0	710.0	810.0	923.0
MRPL20-AS1	547.0	590.0	576.0	374.0	433.0	384.0	550.0	521.0	455.0	521.0	546.0	561.0
MRPL20P1	4.0	8.0	5.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	0.0	0.0
MRPL21	554.0	597.0	776.0	739.0	957.0	972.0	415.0	445.0	422.0	553.0	599.0	674.0
MRPL22	488.0	530.0	529.0	469.0	610.0	540.0	399.0	354.0	290.0	344.0	390.0	486.0
MRPL22P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
MRPL23	495.0	562.0	611.0	392.0	548.0	441.0	267.0	292.0	266.0	242.0	287.0	338.0
MRPL23-AS1	45.0	46.0	46.0	22.0	24.0	9.0	38.0	44.0	46.0	53.0	23.0	15.0
MRPL24	689.0	855.0	846.0	638.0	704.0	655.0	602.0	566.0	528.0	564.0	657.0	816.0
MRPL27	688.0	901.0	891.0	663.0	958.0	897.0	687.0	650.0	642.0	583.0	737.0	981.0
MRPL28	1137.0	1272.0	1489.0	1194.0	1441.0	1573.0	1062.0	1154.0	966.0	1022.0	1019.0	1107.0
MRPL2P1	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
MRPL3	1603.0	1844.0	1996.0	1731.0	2054.0	2337.0	1446.0	1372.0	1146.0	1086.0	1278.0	1557.0
MRPL30	630.0	653.0	705.0	798.0	941.0	920.0	739.0	793.0	742.0	929.0	980.0	1076.0
MRPL30P1	35.0	30.0	50.0	80.0	77.0	93.0	22.0	16.0	13.0	26.0	34.0	34.0
MRPL32	1240.0	1357.0	1487.0	1435.0	1771.0	1418.0	967.0	937.0	888.0	1069.0	1177.0	1156.0
MRPL32P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL33	1016.0	1282.0	1032.0	653.0	745.0	717.0	1154.0	803.0	901.0	755.0	751.0	910.0
MRPL34	469.0	452.0	633.0	668.0	715.0	783.0	353.0	383.0	380.0	440.0	579.0	583.0
MRPL35	1522.0	1622.0	1758.0	2088.0	2520.0	2455.0	1269.0	1254.0	1060.0	1343.0	1599.0	1701.0
MRPL35P1	1.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0
MRPL35P2	5.0	3.0	1.0	3.0	8.0	2.0	14.0	6.0	9.0	2.0	1.0	2.0
MRPL35P3	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
MRPL35P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL36	333.0	374.0	423.0	355.0	412.0	432.0	291.0	266.0	272.0	286.0	338.0	313.0
MRPL37	1053.0	1108.0	1356.0	1080.0	1314.0	1331.0	906.0	891.0	735.0	818.0	971.0	1140.0
MRPL37P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
MRPL38	48.0	30.0	62.0	34.0	26.0	32.0	32.0	24.0	38.0	60.0	38.0	27.0
MRPL39	449.0	463.0	503.0	561.0	630.0	592.0	405.0	384.0	307.0	422.0	393.0	482.0
MRPL3P1	116.0	160.0	137.0	126.0	141.0	185.0	149.0	134.0	101.0	107.0	101.0	129.0
MRPL4	393.0	487.0	557.0	459.0	519.0	550.0	340.0	394.0	326.0	402.0	397.0	427.0
MRPL40	809.0	898.0	967.0	670.0	679.0	690.0	669.0	635.0	607.0	521.0	524.0	589.0
